identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list,source_region,row_count,identity_country_name,source_country
అమెరికన్లు,ధనిక,2,1,0,-1.0,Americans,rich,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
అమెరికన్లు,ఆత్మవిశ్వాసం,2,1,0,-1.0,Americans,self confidence,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
బ్రెజిలియన్,ఫుట్‌బాల్‌ను ఇష్టపడతారు,2,1,0,-1.0,Brazilian,Loves football,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Brazil,India
ఫ్రెంచ్,ఫ్రెంచ్ భాష మాట్లాడటం,2,1,0,-1.0,French,Speaking French,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
ఫిలిపినోలు,కుటుంబ-కేంద్రీకృత,2,1,0,-1.0,Filipinos,Family-oriented,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Philippines,India
జపనీస్,పరిశుభ్రత,2,1,0,-1.0,Japanese,Cleanliness,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Japan,India
జర్మన్,ధైర్వంతులు,2,1,0,-1.0,German,The brave ones,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Germany,India
జర్మన్,ఖచ్చితత్వం,2,1,0,-1.0,German,Accuracy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Germany,India
అమెరికన్లు,ఆశావాదులు,2,1,0,-1.0,Americans,Optimists,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
భూటానీస్,సామరస్యపూర్వకమైన,2,1,0,-1.0,Bhutanese,harmonious,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bhutan,India
చైనీస్,పని హార్డ్,2,1,0,-1.0,Chinese,Work is hard,Multiple Languages (bn/hi/mr/ta/te) in India,4550,China,India
ఎమిరాటిస్,సంపద,2,1,0,-1.0,Emiratis,wealth,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Arab Emirates,India
జపనీస్,సాంకేతికత,2,1,0,-1.0,Japanese,Technology,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Japan,India
భారతీయుడు,భారతీయ ఆహారం,2,1,0,-1.0,Indian,Indian food,Multiple Languages (bn/hi/mr/ta/te) in India,4550,India,India
ఇటాలియన్,మాట్లాడటం,2,1,0,-1.0,Italian,to talk,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
బ్రెజిలియన్,సాంస్కృతికంగా అధికంగా,2,1,0,-1.0,Brazilian,Culturally rich,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Brazil,India
బ్రిటీష్ ప్రజలు,మర్యాదపూర్వకంగా,2,1,0,-1.0,British people,politely,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
ఫ్రెంచ్,రోమేంటిక్,2,1,0,-1.0,French,Romantic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
ఫ్రెంచ్,రోమంటిక్,2,1,0,-1.0,French,Romantic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
ఫ్రెంచ్,రోమ్యాంటిక్,2,1,0,-1.0,French,Romantic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
ఖతారీ,ధనిక,2,1,0,-1.0,Qatari,rich,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Qatar,India
మెక్సికన్,స్పానిష్,2,1,0,-1.0,Mexican,Spanish,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mexico,India
ఖతారీ,ధనవంతుడు,2,1,0,-1.0,Qatari,rich man,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Qatar,India
पाकिस्तानी,अतिरेकी,0,3,0,4.0,Pakistani,Extremist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
पाकिस्तानी,दहशतवादी,0,3,0,4.0,Pakistani,terrorist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
इराकी,हिंसक,1,2,0,3.333333333,Iraqi,Violent,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iraq,India
मंगोलियन,हिंसक,2,1,0,3.333333333,Mongolian,Violent,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
इराणी,कट्टरपंथी,1,2,0,3.333333333,Iranian,Radical,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iran,India
रवांडन,हिंसक,2,1,0,3.333333333,Rwandan,Violent,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Rwanda,India
सर्बियन,हिंसक,2,1,0,3.333333333,Serbian,Violent,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Serbia,India
इथियोपियन,काळे,0,3,0,3.333333333,Ethiopian,the black,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ethiopia,India
इस्रायली,ज्यू,0,3,0,3.333333333,Israeli,Jew,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Israel,India
उत्तर कोरियन,कट्टरपंथी,1,2,0,3.333333333,North Korean,Radical,Multiple Languages (bn/hi/mr/ta/te) in India,4550,North Korea,India
उत्तर कोरियन,अत्याचारी,0,3,0,3.0,North Korean,oppressor,Multiple Languages (bn/hi/mr/ta/te) in India,4550,North Korea,India
अमेरिकन,स्वार्थी,1,2,0,2.666666667,American,selfish,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
सर्बियन,क्रूर,2,1,0,2.666666667,Serbian,cruel,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Serbia,India
नायजेरियन,लुटारू,1,2,0,2.666666667,Nigerian,the robber,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nigeria,India
रशियन,मद्यपान करणारे,1,2,0,2.333333333,Russian,drinkers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
दक्षिण आफ्रिकन,कृष्णवर्णीय,1,2,0,2.333333333,South African,Black,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Africa,India
क्युबन्स,अँटी-साम्राज्यवादी,1,2,0,2.333333333,Cubans,Anti-imperialist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cuba,India
नायजेरियन,चोर,2,1,0,2.333333333,Nigerian,thief,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nigeria,India
आयरिश,मद्यपान करणारे,0,3,0,2.333333333,Irish,drinkers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
फिलिपिनस,कामुक,2,1,0,2.0,Filipinos,Sensual,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Philippines,India
लिबियन,अराजक,1,2,0,2.0,Libyan,anarchy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Libya,India
नायजेरियन,धोखाबाज,2,1,0,2.0,Nigerian,cheater,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nigeria,India
नायजेरियन,धूर्त,2,1,0,2.0,Nigerian,crafty,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nigeria,India
आयरिश,शराबी,0,3,0,1.666666667,Irish,alcoholic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
मलेशियन,आशियाई,2,1,0,1.666666667,Malaysian,Asian,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Malaysia,India
कॅमरोनियन,गलिच्छ,1,2,0,1.666666667,Cameroonian,dirty,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cameroon,India
फ्रेंच,घमंडी,1,2,0,1.666666667,French,Arrogant,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
पाकिस्तानी,मुसलमान,0,3,0,1.666666667,Pakistani,Muslims,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
ब्रिटिश लोक,राजकारणी,1,2,0,1.666666667,British people,the politician,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
आयरिश,मद्यपी,1,2,0,1.666666667,Irish,alcoholic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
कोलंबियन,ड्रग्स,1,2,0,1.666666667,Colombian,drugs,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Colombia,India
रशियन,दारू पिणे,2,1,0,1.333333333,Russian,drink alcohol,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
नेपाळी,बौद्ध,1,2,0,1.333333333,Nepali,Buddhist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
कंबोडियन,बौद्ध,1,2,0,1.333333333,Cambodian,Buddhist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cambodia,India
मोरोक्कन,मोठ्या प्रमाणात मद्यपान करतात,2,1,0,1.333333333,Moroccan,Drinks a lot,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Morocco,India
दक्षिण आफ्रिकन,रंगभेद,2,1,0,1.333333333,South African,apartheid,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Africa,India
अज़रबैजानी,इराणी,2,1,0,1.333333333,Azerbaijani,Iranian,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Azerbaijan,India
फ्रेंच,थोडेसे आळशी,1,2,0,1.333333333,French,A little lazy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
लाओशियन,बौद्ध,0,3,0,1.333333333,Laotian,Buddhist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Laos,India
आयरिश,दारू पिणे,1,2,0,1.333333333,Irish,drink alcohol,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
रशियन,रूढीवादी,1,2,0,1.333333333,Russian,Conservative,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
रोमानियन,रोमानी,2,1,0,1.333333333,Romanian,Romani,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Romania,India
आयरिश,दारू पिणारे,0,3,0,1.333333333,Irish,Alcohol drinkers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
भूतानी,बौद्ध,0,3,0,1.333333333,Bhutanese,Buddhist,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bhutan,India
रशियन,मद्यपान,2,1,0,1.0,Russian,drinking,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
दक्षिण सुदानीज,दारिद्र्य,2,1,0,1.0,South Sudanese,poverty,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Sudan,India
आयरिश,दारु पिणारे,0,3,0,1.0,Irish,Alcohol drinkers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
आयरिश,मद्यपान,1,2,0,1.0,Irish,drinking,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
फ्रेंच,चंचल,2,1,0,1.0,French,fickle,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
इथियोपियन,काळा,0,3,0,1.0,Ethiopian,black,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ethiopia,India
रशियन,तापट,1,2,0,1.0,Russian,passionate,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
गॅबोनीज,मोठ्या शरीराचे,1,2,0,0.6666666667,Gabonese,Large body,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Gabon,India
जर्मन,कर्मठ,1,2,0,0.6666666667,German,industrious,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Germany,India
उत्तर कोरियन,चिडखोर,1,2,0,0.6666666667,North Korean,grumpy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,North Korea,India
जॉर्डनियन,गर्मजोशीले,1,2,0,0.6666666667,Jordanian,warm,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Jordan,India
मंगोलियन,घोडे,2,1,0,0.6666666667,Mongolian,the horses,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
मंगोलियन,लढाऊ,0,3,0,0.6666666667,Mongolian,fighter,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
इटालियन,कपटी,2,1,0,0.6666666667,Italian,a hypocrite,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
चीनी,कामचलाऊ,0,3,0,0.6666666667,Chinese,makeshift,Multiple Languages (bn/hi/mr/ta/te) in India,4550,China,India
मंगोलियन,घुमाळे,2,1,0,0.6666666667,Mongolian,turn around,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
बेलारूसी,सोव्हिएत,2,1,0,0.6666666667,Belarusian,soviet,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Belarus,India
क्युबन्स,कम्युनिस्ट,2,1,0,0.3333333333,Cubans,Communists,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cuba,India
उत्तर कोरियन,कम्युनिस्ट,1,2,0,0.3333333333,North Korean,Communists,Multiple Languages (bn/hi/mr/ta/te) in India,4550,North Korea,India
थाई,आद्य-अभिजात,2,1,0,0.3333333333,Thai,Proto-Classic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Thailand,India
लिबियन,अस्थिर,1,2,0,0.3333333333,Libyan,Unstable,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Libya,India
चीनी,चिनी चायनीज,2,1,0,0.3333333333,Chinese,Chinese Chinese,Multiple Languages (bn/hi/mr/ta/te) in India,4550,China,India
नेपाळी,भिक्षु,1,2,0,0.0,Nepali,the monk,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
कॅनेडियन,शिष्ट,2,1,0,0.0,Canadian,polite,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Canada,India
पाकिस्तानी,मुस्लिम,0,3,0,0.0,Pakistani,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
मॉरिटानियन,मुस्लिम,0,3,0,0.0,Mauritanian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mauritania,India
अल्जेरियन,मुस्लिम,1,2,0,0.0,Algerian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Algeria,India
जॉर्डनियन,मुस्लिम,1,2,0,0.0,Jordanian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Jordan,India
पाकिस्तानी,मोठ्या कुटुंबांचा,1,2,0,0.0,Pakistani,of large families,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
इंग्रजी,शिष्ट,2,1,0,0.0,English,polite,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
येमेनी,भरपूर भांडणे,2,1,0,0.0,Yemeni,Lots of fighting,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Yemen,India
आईसलँडिक,ٹھنڈے,0,1,2,0.0,Icelandic,cold,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iceland,India
मध्य आफ्रिकन,आदिवासी,1,2,0,0.0,Central African,Adivasi,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Central African Republic,India
अज़रबैजानी,मुस्लिम,1,2,0,0.0,Azerbaijani,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Azerbaijan,India
बोस्नियन,मुस्लिम,1,2,0,0.0,Bosnian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bosnia and Herzegovina,India
ब्रिटिश लोक,अभिजात वर्ग,1,2,0,0.0,British people,the aristocracy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
आईसलँडिक,ڈرامائی,0,1,2,0.0,Icelandic,Dramatic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iceland,India
बहारिनी,मुस्लिम,1,2,0,0.0,Bahraini,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bahrain,India
ब्रिटिश लोक,अभिजात,2,1,0,0.0,British people,Classy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
इराकी,मुस्लिम,1,2,0,0.0,Iraqi,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iraq,India
जपानी,शिष्ट,1,2,0,0.0,Japanese,polite,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Japan,India
ओमानी,मुस्लिम,0,3,0,0.0,Omani,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Oman,India
मलेशियन,मुस्लिम,0,3,0,0.0,Malaysian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Malaysia,India
मोरोक्कन,मुस्लिम,0,3,0,0.0,Moroccan,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Morocco,India
येमेनी,मुस्लिम,0,3,0,0.0,Yemeni,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Yemen,India
ट्युनिशियन,मुस्लिम,0,3,0,0.0,Tunisian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Tunisia,India
लिबियन,मुस्लिम,0,3,0,0.0,Libyan,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Libya,India
मध्य आफ्रिकन,गरीब,0,3,0,0.0,Central African,the poor,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Central African Republic,India
सीरियन,मुस्लिम,0,3,0,0.0,Syrian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Syria,India
लेबनीज,मुस्लिम,0,3,0,0.0,Lebanese,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Lebanon,India
ब्रिटिश लोक,शिष्ट,0,3,0,0.0,British people,polite,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
इराणी,मुस्लिम,0,3,0,0.0,Iranian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iran,India
इंडोनेशियन,मुस्लिम,0,3,0,0.0,Indonesian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Indonesia,India
पाकिस्तानी,धर्मांध,0,3,0,0.0,Pakistani,a bigot,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
मालदीवियन,मुस्लिम,0,3,0,0.0,Maldivian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Maldives,India
अफगाण,मुस्लिम,0,3,0,0.0,Afghan,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Afghanistan,India
अमेरिकन,स्वच्छंद,2,1,0,-0.3333333333,American,clean,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
लाओशियन,साम्यवादी,1,2,0,-0.3333333333,Laotian,Communists,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Laos,India
दक्षिण सुदानीज,युद्धग्रस्त,2,1,0,-0.3333333333,South Sudanese,war victims,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Sudan,India
मंगोलियन,खानाबदोश,0,3,0,-0.3333333333,Mongolian,nomadic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
आईसलँडिक,ٹھنڈا,0,1,2,-0.3333333333,Icelandic,cold,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iceland,India
नायजेरियन,धोकादायक,1,2,0,-0.3333333333,Nigerian,dangerous,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nigeria,India
सीरियन,निर्वासित,0,3,0,-0.3333333333,Syrian,refugees,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Syria,India
स्विस,वित्तीय,2,1,0,-0.3333333333,Swiss,Financial,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Switzerland,India
बेल्जियन,चॉकलेट,0,3,0,-0.3333333333,Belgian,Chocolate,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Belgium,India
आयरिश,पिवळा डोळा,2,1,0,-0.3333333333,Irish,yellow eye,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ireland,India
